oferta,region,empresa,salario,experiencia,viajes,residencia,jornada,contrato,educacion,glosa,url,fecha descarga
"Ingeniero en Prevención Riesgos, Telecomunicaciones","Concepción, Bíobío",Grupo Norte Chile - Servicios de Aseo y Outsoursing,,5.0,No,No,Jornada de 45 horas semanales,contrato a plazo fijo,Universitaria,"Grupo Norte, destacada empresa multinacional con importantes clientes, se encuentra en la búsqueda de Ingenieros en prevención de riesgos para nuevo cliente dedicado al rubro de las telecomunicaciones. El proyecto tiene una duración mínima de 8 meses con una posible extensión a un año.Funciones Principales:- Velar por el cumplimiento de los valores de la compañía y la Política de Seguridad y Salud en el Trabajo - - Ejecutar acciones de control contra acciones y condiciones inseguras en las instalaciones de trabajo. - Asesorar, proponiendo soluciones para el control de riesgos en el ambiente o medios de trabajo, apoyando al personal en terreno para el control de las causas de accidentes y enfermedades profesionales. - Efectuar acciones educativas en Prevención de Riesgos en terreno.- Realizar evaluación de riesgos y enfermedades profesionales en terreno- Generar y aplicar planes para potenciar la prevención de accidentes.- Investigar accidentes- Velar por el cumplimiento de la normativa vigente en materia de prevención- Asesorar a administradores de contrato de Fibra en términos de prevención y cumplimiento de ley 20.123- Confección de matrices de riesgo.Nivel Educacional Requerido:- Ingeniero en Prevención de Riesgos y/o Técnicos en las carreras de ingeniería en prevención de riesgos o Ingeniería con Diplomado en Seguridad y Salud en el Trabajo, debe contar con inscripción en la Seremi de Salud - Manejo de terminología técnica en idioma inglés.Conocimientos Técnicos Requeridos:- Excel intermedio - Registro Seremi vigente para ejercer como Experto en Prevención de Riesgos.- Ley 16.744 y Decretos Complementarios, Decreto Supremo 594, Ley 20.123 de Subcontratación- Conocimiento de matrices de riesgo.- Relacionamiento con entidades fiscalizaciones.- Conocimiento de proyectos de OOCC, OOEE o Telecomunicaciones. Otros Requisitos:- En caso de ser Extranjero/a, debe contar con residencia definitiva.- Experiencia previa de 5 años en el cargo.- Deseable movilización propia.",https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-en-prevencion-de-riesgos-telecomunicaciones-concepcion-en-concepcion-FED4CC0C594E174661373E686DCF3405,2020-09-06
"Ingeniero en Prevención Riesgos, Telecomunicaciones","Antofagasta, Antofagasta",Grupo Norte Chile - Servicios de Aseo y Outsoursing,,5.0,No,No,Jornada de 45 horas semanales,contrato a plazo fijo,Universitaria,"Grupo Norte, destacada empresa multinacional con importantes clientes, se encuentra en la búsqueda de Ingenieros en prevención de riesgos para nuevo cliente dedicado al rubro de las telecomunicaciones. El proyecto tiene una duración mínima de 8 meses con una posible extensión a un año.Funciones Principales:- Velar por el cumplimiento de los valores de la compañía y la Política de Seguridad y Salud en el Trabajo - - --- Ejecutar acciones de control contra acciones y condiciones inseguras en las instalaciones de trabajo. - Asesorar, proponiendo soluciones para el control de riesgos en el ambiente o medios de trabajo, apoyando al personal en terreno para el control de las causas de accidentes y enfermedades profesionales. - Efectuar acciones educativas en Prevención de Riesgos en terreno.- Realizar evaluación de riesgos y enfermedades profesionales en terreno- Generar y aplicar planes para potenciar la prevención de accidentes.- Investigar accidentes- Velar por el cumplimiento de la normativa vigente en materia de prevención- Asesorar a administradores de contrato de Fibra en términos de prevención y cumplimiento de ley 20.123- Confección de matrices de riesgo.Nivel Educacional Requerido:- Ingeniero en Prevención de Riesgos y/o Técnicos en las carreras de ingeniería en prevención de riesgos o Ingeniería con Diplomado en Seguridad y Salud en el Trabajo, debe contar con inscripción en la Seremi de Salud - Manejo de terminología técnica en idioma inglés.Conocimientos Técnicos Requeridos:- Excel intermedio - Registro Seremi vigente para ejercer como Experto en Prevención de Riesgos.- Ley 16.744 y Decretos Complementarios, Decreto Supremo 594, Ley 20.123 de Subcontratación- Conocimiento de matrices de riesgo.- Relacionamiento con entidades fiscalizaciones.- Conocimiento de proyectos de OOCC, OOEE o Telecomunicaciones. Otros Requisitos:- En caso de ser Extranjero/a, debe contar con residencia definitiva.- Experiencia previa de 5 años en el cargo.- Deseable movilización propia.",https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-en-prevencion-de-riesgos-telecomunicaciones-antofagasta-en-antofagasta-27F77DF4D8C451B761373E686DCF3405,2020-09-06
Ingeniero Informático experiencia en implementación SAP," Providencia, R.Metropolitana",No Informa,,,No,No,Jornada de 45 horas semanales,Otro tipo de contrato,Universitaria,"Importante empresa se encuentra en la búsqueda de Ingeniero Informático con experiencia en SAPSe requiere experiencia en liderar el desarrollo e implementación de:     *   SAP, Controlling     *   SAP, Facturación electrónica     *   SAP, Integración con Cenabast     *   SAP, Integración con Mercado públicoDisponibilidad para trabajar por proyecto hasta final de año, con posibilidades de extensión",https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-informatico-experiencia-en-implementacion-sap-sector-salud-en-santiago-providencia-15B6A760A230EE5A61373E686DCF3405,2020-09-06
Ingeniero Seguridad la información," Providencia, R.Metropolitana",No Informa,,,No,No,Jornada de 45 horas semanales,Otro tipo de contrato,Universitaria,"Importante empresa de tecnología, se encuentra en la búsqueda de Arquitectos de SeguridadSe requiere:Cocimiento en estructura de datos. (importante).Experiencia en programación en Python. (excluyente)Cocimiento en Cloud GCP (Excluyente).Se ofreceRenta acorde al mercado",https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-de-seguridad-de-la-informacion-en-santiago-providencia-7E6A2B7777876AB961373E686DCF3405,2020-09-06
Ingeniero Proyecto OOCC," Providencia, R.Metropolitana",No Informa,,4.0,No,No,Jornada de 45 horas semanales,contrato a plazo fijo,Educación media,"Importante empresa multinacional de servicios eléctricos y eficiencia energética requiere a profesional para desempeñarse como Ingeniero de proyecto OOCC.Conocimiento técnico:- Manejo de Microsoft office nivel intermedio- Conocimientos en programas computacionales de simulación en OOCC nivel usuario.- Conocimientos en cargas admisibles, estructuras, materiales, entre otros.- Redacción de informes.- Manejo de SAP, MS Project, u otra plataforma de control de KPI’s- Conocimiento básico de lectura de estados de resultados y herramientas financieras y contables.- Conocimiento avanzado Seguridad Laboral.- Conocimientos avanzados de normativa técnica local e internacional- Planificación y control de servicios.- Deseable licencia de conducir Clase BRequisitos mínimos:- Ingeniero Civil de Obras Civiles o profesional equivalente.- Al menos 4 años de experiencia total laboral en relación al cargo.*FAVOR ADJUNTAR SU CURRÍCULO PERSONAL EN SU PERFIL DEL PORTAL EN FORMATO WORD O PDF*",https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-de-proyecto-oocc-santiago-en-santiago-providencia-C63AD3E775E6DB5761373E686DCF3405,2020-09-06
Analista Gestión," Providencia, R.Metropolitana",No Informa,,2.0,No,No,Jornada de 45 horas semanales,contrato a plazo fijo,Universitaria,"Importante empresa que presta servicios a rubro de telecomunicaciones, eficiencia energética, minería, obras civiles entre otros negocios, requiere contratar a profesional de las carreras de Ingeniería Informática, ingeniero ejecución informático, ingeniero técnico informático, con al menos 2 años de experiencia, para desempeñarse como Analista de Gestión en la Gerencia de Performance y Digital de la empresa.Su principal misión sera:Diseñar e implementar Paneles de Indicadores en los contratos operativos y áreas de soportes de la empresa.· RequisitosManejo de herramientas (Software) de Business Intelligence, Bases de DatosManejo de MS Office, especialmente Excel AvanzadoInglés nivel intermedioLa jornada laboral se desempeñará de:Lu-Ju: 08:30 a 18:00. vi: 08:30 a 16:00",https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-gestion-ingeniero-informatico-en-santiago-providencia-2D09F1303C8951B861373E686DCF3405,2020-09-06
Ingeniero Plataformas VMWare NSX," Providencia, R.Metropolitana",No Informa,,,No,No,Jornada de 45 horas semanales,Otro tipo de contrato,Universitaria,"Importante empresa de tecnología se encuentra en la búsqueda de Ingeniero de Plataformas VMWare NSX,Se requiere experiencia comprobada en:- Interface entre necesidades/proyectos y la operación- Toma, análisis, programa y puesta en servicio – transferencia a la operación- Plataformas VMWare NSX – Ownership para proyectos y entrega a la operación- Tecnologías de telecomunicaciones y IT (routing/switchinf, datacenter, aci, firewall, balancers, servers)",https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-de-plataformas-vmware-nsx-en-santiago-providencia-9ED7DB501B561A7361373E686DCF3405,2020-09-06
Ingenierosarrollador app,"concón, Valparaíso",No Informa,,10.0,No,No,Jornada de 45 horas semanales,contrato indefinido,Universitaria,"Se requiere profesional ingeniero (carrera a fin), para integrar equipo de desarrollo de aplicaciones web. Requisito excluyente un mínimo de 10 años de experiencia en desarrollo de software y aplicaciones web.Experiencia comprobable",https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-desarrollador-app-desarrollador-aplicaciones-en-concon-81A640596F55C07861373E686DCF3405,2020-09-06
Ingeniero en Prevención Riesgos,"Calama, Antofagasta",XinerLink,1200000.0,2.0,No,No,Jornada extraordinaria,contrato de temporada,Universitaria,"Empresa dedicada al rubro Industrial requiere incorporar a través de Servicio Transitorio a un Asesor Prevención de Riesgos B por concepto de reemplazo para sus dependencias en Calama.Funciones:-Verificar cumplimiento de normas.-Implementar Salud y Seguridad Ocupacional-Gestión Compra EPP.-Reglamento interno, Charlas de inducción, inspección de instalaciones, simulacros, planes de emergencia, aplicación de protocolos ministeriales.-Asesorar al Comités Paritarios de Higiene y Seguridad.Formación Requerida:Título Profesional Superior. Carrera Ingeniería en Prevención de Riesgos.Experiencia Requerida: Al menos 2 años.Experiencia en trabajos relacionados con Minería.Otros conocimientos:Nivel Office Intermedio.Se ofrece:- Renta líquida $1.200.000- Contrato de trabajo.Horario de trabajo: 5*2 L a J 8:00 a 17:45 y V 8:00 a 16:30",https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-en-prevencion-de-riesgos-por-reemplazo-en-calama-en-calama-C1F1B330F1C6660361373E686DCF3405,2020-09-06
Ingeniero en sistemas junior," Providencia, R.Metropolitana",GRUPO EXPRO,1200000.0,3.0,No,No,Jornada de 45 horas semanales,contrato a plazo fijo,Universitaria,"Nuestro cliente, importante empresa de soluciones tecnológicas, busca un ingiero en sistemas junior , para dar soluciones a requerimientos en el extranjero.RequisitosEstudios Ingeniero en sistemas o afinesIngles intermedio",https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-en-sistemas-junior-en-santiago-providencia-3A27BCC7483A487B61373E686DCF3405,2020-09-06
Ingeniero Alimentos  Asesor Calidad,"Copiapó, Atacama",ARAMARK MULTISERVICIOS,900000.0,,No,No,Jornada de 45 horas semanales,contrato indefinido,Universitaria,"ramark, empresa multinacional se encuentra en búsqueda de un Ingeniero en Alimentos o en Industria Alimentaria Misión del cargo: Implementar en terreno las actividades de los planes y programas de calidad y medio ambiente diseñados. Generará los planes de acción ante desviaciones encontradas en las inspecciones sanitarias realizadas y será el responsable de realizar seguimiento del cumplimiento y cierre de estas actividadesdebe tener residencia en Copiapó haciéndose cargo de varios contratos entre dicha comuna y la Serena.  REQUISITOSAl menos 1 años de experiencia en Aseguramiento de Calidad en Plantas de Alimentos y/o Servicios de alimentación o Faena.Título profesional Ingeniero en Alimentos. Debe tener disponibilidad para trasladarse dentro de Copiapó y La Serena BENEFICIOSAsociados a la compañía. Traslados y viaticos",https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-alimentos-asesor-calidad-copiapo-en-copiapo-23091BF95028821B61373E686DCF3405,2020-09-06
Ingeniero Propuestas Estructural," Providencia, R.Metropolitana",No Informa,,3.0,No,No,Jornada de 45 horas semanales,contrato a plazo fijo,Educación media,"Importante empresa multinacional de servicios eléctricos, telecomunicaciones, mantenimiento industrial y eficiencia energética requiere a Ingeniero Civil Estructural o Civil, para desempeñarse como Ingeniero de Propuestas, quien tendrá como principal función estudiar y presentar propuestas de solución que se ajusten a los requerimientos y/o especificaciones de los clientes, proporcionados por el área de ventas, con el fin de proveer una solución acorde y competitiva.Conocimiento técnico:- Experiencia en Montaje + O&M disciplina Estructural en general: Modelamiento y análisis estructural de proyectos,incluyendo albañilería armada o confinada, hormigón armado, bloques y celular, perfiles de acero y metálicos livianos.Preparación de memoria de cálculo, planos estructurales y especificaciones técnicas, Levantamientos Técnico-Estructurales, Validación de Piezas Técnicas, etc.- Nivel avanzado Autocad 2D y 3D.- MS Project nivel medio.- Nivel medio en BIM_SW: Revit, Archicad, Softplan, Allplan entre otros.- MS Office con énfasis en Excel nivel medio.- Diseño, Implementación, Operación BIM/SIC.- Primavera P6 nivel medio- Excel: Modelamiento, Optimizaciones y Macros.- Certificación PMP [PgMP, CAPM, ACP, PMI, RMP, SP, PBA]- Otras Certificaciones [LEED, EDGE, WELL, CES, otras]Requisitos mínimos:- Titulo ingeniería civil estructural o Civil- Poseer una experiencia mínima de 3 años en el cargo propuesto.*FAVOR ADJUNTAR SU CURRÍCULO PERSONAL EN SU PERFIL DEL PORTAL EN FORMATO WORD O PDF*",https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-de-propuestas-estructural-region-metropolitana-en-santiago-providencia-6642AB3606419E1961373E686DCF3405,2020-09-06
Ingeniero Aseguramiento la Calidad,"Calama, Antofagasta",SIGMA,200000.0,9.0,No,No,Jornada de 45 horas semanales,contrato a plazo fijo,Universitaria,"Se requiere para proyecto en proceso de licitación a Ingeniero Civil cualquier especialidad, Ingeniero Constructor, Constructor Civil, Ingeniero Ejecución cualquier especialidad, con 9 años de experiencia laboral, y 6 años de experiencia específica, debe contar con capacitación en sistemas de gestión de Calidad, certificado de auditor interno, experiencia comprobada en cargos similares como Jefe de Calidad, experiencia en proyectos mineros y manejo del sistema SGPD y SGDOC. Debe contar con experiencia en implementación de Sistema de Control de Calidad, con énfasis en metodología Lean, last planner, en obra de construcción, montaje y PEM preferentemente tipo minero industrial.Responsable de implementar un Sistema de Control de Calidad en obra.Implementación y operación de sistemas ISO- 9000, ISO 14000 y OHSAS 18001, enProyectos Multidisciplinarios y Montajes de Plantas mineras y/o Industriales.Requisitos:. Capacitación de almenos 1 año en Control de Calidad o estar certificado por una Institución reconocida. Experiencia en Precomisionamiento, Comisionamiento y Puesta en Marcha. Residencia en Calama o II Región. Salud compatible con trabajos en altura geográfica",https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-de-aseguramiento-de-la-calidad-en-calama-F26ECC17D4134D2B61373E686DCF3405,2020-09-06
Ingeniero Programación y Control,"Calama, Antofagasta",SIGMA,200000.0,10.0,No,No,Jornada de 45 horas semanales,contrato a plazo fijo,Universitaria,"Se requiere para proyecto en proceso de licitación a Ingeniero Civil cualquier especialidad, Ingeniero Constructor, Constructor Civil o Ingeniero Ejecución cualquier especialidad, con 10 años de experiencia laboral, y 8 años de experiencia específica comprobable en programación y control de obras de construcción, montaje y PEM con aplicación de planificación de proyectos con enfoque del PMI, conocimientos en Last Planner, Lean Construcción u otra metodología ágil. Preferentemente del tipo minero industrial.Responsable de Auditar y controlar el cumplimiento del Programa General de Obra aprobada por DRT, detectando y alertando atrasos y riesgos al programa maestro del proyecto, avances, hitos, objetivos e indicadores de control propios de las obras del Contrato de Construcción encomendado; considerando y aplicando todas las variables de programación que las buenas prácticas. Debe contar con capacitación en Primavera P6.Requisitos:. Conocimientos en Last Planner, Lean Construcción u otra metodología. Experiencia en Precomisionamiento, Comisionamiento y Puesta en Marcha. Residencia en Calama o II Región. Salud compatible con trabajos en altura geográfica",https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-de-programacion-y-control-en-calama-DA5004585EDDA1AC61373E686DCF3405,2020-09-06
Ingeniero Sistemas Junior," Providencia, R.Metropolitana",No Informa,,,No,No,Jornada de 45 horas semanales,Otro tipo de contrato,Universitaria,Importante empresa se encuentra en la búsqueda de Ingeniero de Sistemas JuniorSe requiere experiencia en:- Actividades de monitoreo y resolución de incidentes.- Conocimientos en sistemas operativos Windows y Linux.- Manejo idioma inglés hablado y escrito.- Atención sistema de tickets.Se ofrece:Renta acorde al mercadoContrato hasta 31 de Diciembre 2020 con posibilidad de continuar un año más,https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-de-sistemas-junior-ingles-intermedio-en-santiago-providencia-20667B091DD2E62261373E686DCF3405,2020-09-06
Ingeniero Redes," Providencia, R.Metropolitana",No Informa,1100000.0,,No,No,Jornada de 45 horas semanales,Otro tipo de contrato,Universitaria,"Importante institución del estado, se encuentra en la búsqueda de Ingeniero de Redes con experiencia en sector Público (EXCLUYENTE)Se requiere: Conocimientos prácticos en Antivirus Kaspersky 11 (agregar equipo a consola,modificación de políticas, distribución de agentes, etc.) Conocimientos prácticos en Antispam Barracuda (desbloqueo de correos, asignar a listas blancas, etc.) Conocimientos prácticos en Archiving Barracuda (validación de almacenamiento de correos, recuperación de correos borrados, etc.) Manejo de arquitectura Active Directory (creación de usuarios y grupos, creación de GPO, etc.) Manejo practico de Exchange 2010 (creación de buzones, creación de listas dedistribución, etc.) Conocimiento practico de Palo Alto (modificación de políticas, desbloqueo depáginas, etc.) Manejo de switch cisco (liberación de puntos de red, asignación de seguridad a puertos, etc.) Conocimientos prácticos de DNS y DHCP Manejo practico de Radware 5208 (creación de SmartNat, creación de Inbound Rules, etc.) Manejo practico de Controlador Aruba (Agregar Access Point Nuevos, seguimiento de clientes, etc.)Se ofrece:Renta Líquida: 1.100.000 sin bonos adicionalesSeguro complementario: SI / Gratis para el trabajadorTipo de contrato: Obra y faenaDuración del proyecto: 24 mesesModalidad: Presencial y remoto",https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-de-redes-experiencia-en-sector-publico-en-santiago-providencia-22D06EF5B9265EB061373E686DCF3405,2020-09-06
Ingeniero Informático Full Stack Quilicura," Quilicura, R.Metropolitana",No Informa,1000000.0,5.0,No,No,Jornada de 45 horas semanales,contrato a plazo fijo,Educación media,"Se requiere búsqueda de Ingeniero Informático Full Stack, quien tendrá a cargo toda la trazabilidad del proceso de desarrollo, creación, modelación, mantención y soporte de programas internos de la organización. Alta capacidad de análisis de problemáticas y manejo técnico.Levantamiento de requerimientos de usuario.Planificación de las actividades/etapas para la implementación de sistemas.Desarrollo, pruebas, implementación y soporte.Documentación de Sistemas.Experiencia comprobable de 5 años en:C#;.Net, Visual Basic .NET .Net Core (Visual Studio .NET)MVC, WebForms, SQL, JS, Jquery, Css.Modelamiento de Base de Datos SQL Server, creación de procedimientos almacenados y querysAtención al cliente interno y externo, buena capacidad de relacionarse, buena actitud y disposición.",https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-informatico-full-stack-quilicura-en-santiago-quilicura-80DEBDEA5C327FAA61373E686DCF3405,2020-09-06
" Ingeniero en Prevención Riesgos, para importante faena minera","Antofagasta, Antofagasta",ARAMARK MULTISERVICIOS,1200000.0,5.0,No,No,Jornada de 60 horas semanales,contrato indefinido,Universitaria,"Aramark requiere profesional Experto en Prevención de Riesgos para nuestra instalación en importante faena Minera ubicada en II Región, bajo sistema de turnos 10x10, pernoctando en faena.Deberá supervisar, realizar y ejecutar, acciones permanentes orientadas a la seguridad, salud ocupacional y la prevención de los riesgos laborales, con la finalidad de contribuir a evitar accidentes del trabajo, enfermedades profesionales y pérdidas a la compañía por concepto de incidentes operacionales. REQUISITOSProfesional Titulado de  Ingeniero en Prevención de Riesgos (Con Registro Nacional de Salud)5 años de experiencia laboral en cargos similares en faenas mineras (Excluyente)Conocimiento en estándares de gestión HSE de Importantes Contratos Mineros (Excluyente)Experiencia en implementación de Sistemas de Gestión de seguridad y Salud Ocupacional, tales como SIGO, RESSO, SIGMEL, RECCS.Experiencia en auditorias Laborales en materia de Seguridad y Salud Ocupacional RESSO, SIGMEL, RECCS.Experiencia en auditorías internas, externas y de certificación en ISO 9001, ISO 14.001 y OHSAS 18.001. Salud compatible con el cargo (Altura) BENEFICIOSRenta acorde al mercadoBuses pagado por la compañíaBeneficios asociados a la compañía",https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-aramark-requiere-ingeniero-en-prevencion-de-riesgos-para-importante-faena-minera-turnos-10x10-en-antofagasta-57C121A78A503BD061373E686DCF3405,2020-09-06
